field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
injury_side_2,fracture_2,,radio,"Injury Side ","0, Left | 1, Right | 2, Pelvis Only | 3, Other",,,,,,,,,,,,
injury_side_other_2,fracture_2,,text,"Other (Please specify):",,,,,,,"[injury_side_2] = '3'",,,,,,
amputation_discharge_2,fracture_2,,yesno,"Any major amputation at discharge? ",,,,,,,,,,,,,
amputation_level_2,fracture_2,,radio,"Major amputation level at discharge:","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge_2] = '1'",,,,,,
amputation_level_other_2,fracture_2,,text,"Other (Please specify):",,,,,,,"[amputation_level_2] = '11'",,,,,,
amputation_type_2,fracture_2,,radio,"Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other_2,fracture_2,,text,"Other (Please specify):",,,,,,,"[amputation_type_2] = '3'",,,,,,
gustilo_class_2,fracture_2,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
gustilo_class_other_2,fracture_2,,text,"Other (Please specify):",,,,,,,"[gustilo_class_2]= '7'",,,,,,
ota_class_2,fracture_2,,text,"AO/OTA Classification:",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha_2,fracture_2,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss_2,fracture_2,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class_2]  > '1'",,,,,,
bone_loss_other_2,fracture_2,,text,"Bone Loss Other  (Please specify):",,,,,,,"[gustilo_class_2] > '1' and [bone_loss_2]= '4'",,,,,,
muscle_2,fracture_2,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class_2]  > '1'",,,,,,
muscle_other_2,fracture_2,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class_2] > '1' and [muscle_2] = '4'",,,,,,
skin_2,fracture_2,,radio,Skin,"0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class_2]  > '1'",,,,,,
skin_other_2,fracture_2,,text,"Skin Other (Please specify):",,,,,,,"[gustilo_class_2]  > '1' and [skin_2] = '3'",,,,,,
arterial_2,fracture_2,,radio,Arterial:,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class_2]  > '1'",,,,,,
arterial_other_2,fracture_2,,text,"Arterial Other (Please specify):",,,,,,,"[gustilo_class_2]  > '1' and [arterial_2] = '3'",,,,,,
contamination_2,fracture_2,,radio,Contamination:,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class_2]  > '1'",,,,,,
contamination_other_2,fracture_2,,text,"Contamination Other (Please specify):",,,,,,,"[contamination_2] = '3'",,,,,,
median_complete_2,fracture_2,"Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):",checkbox,"Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
median_ain_2,fracture_2,,checkbox,"Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
ulnar_2,fracture_2,,checkbox,Ulnar,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
radial_complete_2,fracture_2,,checkbox,"Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
radial_superficial_2,fracture_2,,checkbox,"Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
radial_pin_2,fracture_2,,checkbox,"Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
obturator_2,fracture_2,,checkbox,Obturator,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
sciatic_2,fracture_2,,checkbox,Sciatic,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
femoral_2,fracture_2,,checkbox,Femoral,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
tibial_2,fracture_2,,checkbox,Tibial,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
common_peroneal_2,fracture_2,,checkbox,"Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
deep_peroneal_2,fracture_2,,checkbox,"Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
superficial_peroneal_2,fracture_2,,checkbox,"Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
medial_plantar_2,fracture_2,,checkbox,"Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
lateral_plantar_2,fracture_2,,checkbox,"Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
brachial_plexus_2,fracture_2,,checkbox,"Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
lumbar_plexas_2,fracture_2,,checkbox,"Lumbar Plexas","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_2]  > '1'",,,,nerve_abnormality_2,,
final_fixation_2,fracture_2,,checkbox,"Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other",,,,,,,,,,,,
fixation_other_2,fracture_2,,text,"Other (Please specify):",,,,,,,"[final_fixation_2(4)] = '1'",,,,,,
discharge_closure_2,fracture_2,,checkbox,"Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","1, N/A or Closed Fracture | 2, Primary / DPC | 3, Flap - Local muscle | 4, Flap - Faciocutaneous | 5, Flap - Free | 6, STSG | 7, VAC assisted | 8, Other",,,,,,,,,,,,
discharge_other_2,fracture_2,,text,"Other (Please specify):",,,,,,,"[discharge_closure_2(8)] = '1'",,,,,,
fracture,fracture_3,,text,"Fracture Number",,,number,3,3,,,,,,,,
injury_side_3,fracture_3,,radio,"Injury Side ","0, Left | 1, Right | 2, Pelvis Only | 3, Other",,,,,,,,,,,,
injury_side_other_3,fracture_3,,text,"Other (Please specify):",,,,,,,"[injury_side_3]= '3'",,,,,,
amputation_discharge_3,fracture_3,,yesno,"Any major amputation at discharge?",,,,,,,,,,,,,
amputation_level_3,fracture_3,,radio,"Major amputation level at discharge:","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge_3] = '1'",,,,,,
amputation_level_other_3,fracture_3,,text,"Other (Please specify):",,"Major Amp. Level at Discharge",,,,,"[amputation_level_3] = '1'",,,,,,
amputation_type_3,fracture_3,,radio,"Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other_3,fracture_3,,text,"Other (Please specify):",,"Initial Amp. Type",,,,,"[amputation_type_3] = '3'",,,,,,
gustilo_class_3,fracture_3,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
gustilo_class_other_3,fracture_3,,text,"Other (Please specify):",,,,,,,"[gustilo_class_3]= '7'",,,,,,
ota_class_3,fracture_3,,text,"AO/OTA Classification",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha_3,fracture_3,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss_3,fracture_3,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class_3] > '1'",,,,,,
bone_loss_other_3,fracture_3,,text,"Bone Loss Other (Please specify):",,,,,,,"[gustilo_class_3] > '1' and  [bone_loss_3]= '4'",,,,,,
muscle_3,fracture_3,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class_3] > '1'",,,,,,
muscle_other_3,fracture_3,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class_3] > '1' and [muscle_3] = '4'",,,,,,
skin_3,fracture_3,,radio,Skin,"0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class_3]  > '1'",,,,,,
skin_other_3,fracture_3,,text,"Skin Other (Please specify):",,,,,,,"[gustilo_class_3] > '1' and [skin_3] = '3'",,,,,,
arterial_3,fracture_3,,radio,Arterial,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class_3] > '1'",,,,,,
arterial_other_3,fracture_3,,text,"Arterial Other (Please specify):",,,,,,,"[gustilo_class_3] > '1' and [arterial_3] = '3'",,,,,,
contamination_3,fracture_3,,radio,Contamination:,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class_3] > '1'",,,,,,
contamination_other_3,fracture_3,,text,"Contamination Other (Please specify);",,,,,,,"[gustilo_class_3] > '1' and [contamination_3] = '3'",,,,,,
median_complete_3,fracture_3,"Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):",checkbox,"Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
median_ain_3,fracture_3,,checkbox,"Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
ulnar_3,fracture_3,,checkbox,Ulnar,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
radial_complete_3,fracture_3,,checkbox,"Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
radial_superficial_3,fracture_3,,checkbox,"Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
radial_pin_3,fracture_3,,checkbox,"Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
obturator_3,fracture_3,,checkbox,Obturator,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
sciatic_3,fracture_3,,checkbox,Sciatic,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
femoral_3,fracture_3,,checkbox,Femoral,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
tibial_3,fracture_3,,checkbox,Tibial,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
common_peroneal_3,fracture_3,,checkbox,"Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
deep_peroneal_3,fracture_3,,checkbox,"Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
superficial_peroneal_3,fracture_3,,checkbox,"Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
medial_plantar_3,fracture_3,,checkbox,"Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
lateral_plantar_3,fracture_3,,checkbox,"Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
brachial_plexus_3,fracture_3,,checkbox,"Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
lumbar_plexus_3,fracture_3,,checkbox,"Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_3] > '1'",,,,nerve_abnormality_3,,
final_fixation_3,fracture_3,,checkbox,"Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other",,,,,,,,,,,,
fixation_other_3,fracture_3,,text,"Other (Please specify):",,,,,,,"[final_fixation_3(4)]= '1'",,,,,,
discharge_closure_3,fracture_3,,checkbox,"Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","1, N/A or Closed Fracture | 2, Primary / DPC | 3, Flap - Local muscle | 4, Flap - Faciocutaneous | 5, Flap - Free | 6, STSG | 7, VAC assisted | 8, Other",,,,,,,,,,,,
discharge_other_3,fracture_3,,text,"Other (Please specify):",,,,,,,"[discharge_closure_3(8)] = '1'",,,,,,
fracture_number_4,fracture_4,,text,"Fracture Number",,,number,4,4,,,,,,,,
injury_side_4,fracture_4,,radio,"Injury Side:","0, Left | 1, Right | 2, Pelvis Only | 3, Other",,,,,,,,,,,,
injury_side_other_4,fracture_4,,text,"Other (Please specify):",,,,,,,"[injury_side_4]= '3'",,,,,,
amputation_discharge_4,fracture_4,,yesno,"Any major amputation at discharge?",,,,,,,,,,,,,
amputation_level_4,fracture_4,,radio,"Amputation Discharge Level:","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge_4] = '1'",,,,,,
amputation_level_other_4,fracture_4,,text,"Other (Please specify):",,"Major Amp. Level at Discharge",,,,,"[amputation_level_4] = '11'",,,,,,
initial_amputation_type_4,fracture_4,,radio,"Initial Amputation Type","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other_4,fracture_4,,text,"Other (Please specify):",,,,,,,"[initial_amputation_type_4] = '3'",,,,,,
gustilo_class_4,fracture_4,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
gustilo_class_other_4,fracture_4,,text,"Other (Please specify):",,,,,,,"[gustilo_class_4]= '7'",,,,,,
ota_class_4,fracture_4,,text,"AO/OTA Classification:",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha_4,fracture_4,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss_4,fracture_4,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class_4] > '1'",,,,,,
bone_loss_other_4,fracture_4,,text,"Bone Loss Other (Please specify):",,,,,,,"[gustilo_class_4] > '1' and [bone_loss_4]= '4'",,,,,,
muscle_4,fracture_4,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class_4] > '1'",,,,,,
muscle_other_4,fracture_4,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class_4] > '1' and [muscle_4] = '4'",,,,,,
skin_4,fracture_4,,radio,Skin,"0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class_4] > '1'",,,,,,
skin_other_4,fracture_4,,text,"Skin Other (Please specify):",,,,,,,"[gustilo_class_4] > '1' and [skin_4] = '3'",,,,,,
arterial_4,fracture_4,,radio,Arterial:,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class_4] > '1'",,,,,,
arterial_other_4,fracture_4,,text,"Arterial Other (Please specify):",,,,,,,"[gustilo_class_4] > '1' and [arterial_4] = '3'",,,,,,
contamination_4,fracture_4,,radio,Contamination:,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class_4] > '1'",,,,,,
