field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking
"link6_2","billing","","checkbox","2. [billing_procedure6_2] ([billing_modifier6_2])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_2] <> """"","","","","matrix6",""
"link6_3","billing","","checkbox","3. [billing_procedure6_3] ([billing_modifier6_3])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_3] <> """"","","","","matrix6",""
"link6_4","billing","","checkbox","4. [billing_procedure6_4] ([billing_modifier6_4])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_4] <> """"","","","","matrix6",""
"link6_5","billing","","checkbox","5. [billing_procedure6_5] ([billing_modifier6_5])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_5] <> """"","","","","matrix6",""
"link6_6","billing","","checkbox","6. [billing_procedure6_6] ([billing_modifier6_6])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_6] <> """"","","","","matrix6",""
"link6_7","billing","","checkbox","7. [billing_procedure6_7] ([billing_modifier6_7])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_7] <> """"","","","","matrix6",""
"link6_8","billing","","checkbox","8. [billing_procedure6_8] ([billing_modifier6_8])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_8] <> """"","","","","matrix6",""
"link6_9","billing","","checkbox","9. [billing_procedure6_9] ([billing_modifier6_9])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_9] <> """"","","","","matrix6",""
"link6_10","billing","","checkbox","10. [billing_procedure6_10] ([billing_modifier6_10])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_10] <> """"","","","","matrix6",""
"link6_11","billing","","checkbox","11. [billing_procedure6_11] ([billing_modifier6_11])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_11] <> """"","","","","matrix6",""
"link6_12","billing","","checkbox","12. [billing_procedure6_12] ([billing_modifier6_12])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_12] <> """"","","","","matrix6",""
"link6_13","billing","","checkbox","13. [billing_procedure6_13] ([billing_modifier6_13])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_13] <> """"","","","","matrix6",""
"link6_14","billing","","checkbox","14. [billing_procedure6_14] ([billing_modifier6_14])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_14] <> """"","","","","matrix6",""
"link6_15","billing","","checkbox","15. [billing_procedure6_15] ([billing_modifier6_15])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[billing_procedure6_15] <> """"","","","","matrix6",""
"multipliers6","billing","","descriptive","Multiplier(s)
11045 x [billing_id_quant6_3]
11046 x [billing_id_quant6]
11047 x [billing_id_quant6_2]","","","","","","","[billing_id_quant6_3] <> """" or [billing_id_quant6] <> """" or [billing_id_quant6_2] <> """"","","","","",""
"link6a","billing","***ASSISTANT BILL*** - [assistant6]","checkbox","1. [billing_procedure6] ([billing_modifier6a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_2a","billing","","checkbox","2. [billing_procedure6_2] ([billing_modifier6_2a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_2] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_3a","billing","","checkbox","3. [billing_procedure6_3] ([billing_modifier6_3a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_3] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_4a","billing","","checkbox","4. [billing_procedure6_4] ([billing_modifier6_4a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_4] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_5a","billing","","checkbox","5. [billing_procedure6_5] ([billing_modifier6_5a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_5] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_6a","billing","","checkbox","6. [billing_procedure6_6] ([billing_modifier6_6a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_6] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_7a","billing","","checkbox","7. [billing_procedure6_7] ([billing_modifier6_7a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_7] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_8a","billing","","checkbox","8. [billing_procedure6_8] ([billing_modifier6_8a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_8] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_9a","billing","","checkbox","9. [billing_procedure6_9] ([billing_modifier6_9a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_9] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_10a","billing","","checkbox","10. [billing_procedure6_10] ([billing_modifier6_10a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_10] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_11a","billing","","checkbox","11. [billing_procedure6_11] ([billing_modifier6_11a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_11] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_12a","billing","","checkbox","12. [billing_procedure6_12] ([billing_modifier6_12a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_12] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_13a","billing","","checkbox","13. [billing_procedure6_13] ([billing_modifier6_13a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_13] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_14a","billing","","checkbox","14. [billing_procedure6_14] ([billing_modifier6_14a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_14] <> """" and [assistant6] <> """"","","","","matrix6a",""
"link6_15a","billing","","checkbox","15. [billing_procedure6_15] ([billing_modifier6_15a])","1, [billing_diagnosis6] | 2, [billing_diagnosis6_2] | 3, [billing_diagnosis6_3] | 4, [billing_diagnosis6_4] | 5, [billing_diagnosis6_5] | 6, [billing_diagnosis6_6] | 7, [billing_diagnosis6_7] | 8, [billing_diagnosis6_8] | 9, <span style=color:#FF0000>FSC 52","","","","","","[assistant6] <> '8' and [assistant6] <> '9' and [billing_procedure6_15] <> """" and [assistant6] <> """"","","","","matrix6a",""
"invoice6","billing","","text","Invoice Number","","","","","","","[billing_date6] <> """"","","","","",""
"routing6","billing","","dropdown","<font size=""4"">ROUTE BILL 6 TO:","1, Data Entry (Letha - Lena) | 2, Becky | 4, Gloria | 5, Patti | 6, Susan | 7, Stephanie - Kara | 9, Kelly Ryan | 11, Letha | 12, Lena | 10, BILL COMPLETE","","","","","","[billing_date6] <> """"","Y","","","",""
"break16","billing","","descriptive","<span style=color:#DF013A> ======================================================================================== </span>","","","","","","","[billing_procedure6] <> """"","","","","",""
"new_bill","billing","","descriptive","*** NOTE *** TO ENTER A NEW BILL, CLICK ON THE PATIENT ID LINK ON THE TOP LEFT OF THE PAGE, AND THEN SELECT THE NEXT DOT IN THE ""BILLING LINE""","","","","","","","[billing_date6] <> """"","","","","",""
"nonselect_hand","hand_service","","descriptive","IF YOU ARE UNABLE TO EDIT PATIENT ON THIS FORM - IT IS BECAUSE ""<span style=color:#FF2211>(SERVICE LIST) HAND</span>"" WAS NOT SELECTED ON THE FIRST DEMOGRAPHICS PAGE!","","","","","","","[service_list(3)] = '0'","","","","",""
"name_hand","hand_service","","descriptive","[patient_last], [patient_first]","","","","","","","[service_list(3)] = '1'","","","","",""
"dob_hand","hand_service","","descriptive","Date of Birth :          [dob]","","","","","","","[service_list(3)] = '1'","","","","",""
"age_hand","hand_service","","descriptive","Age : [age]","","","","","","","[service_list(3)] = '1'","","","","",""
"room_hand","hand_service","","text","Room #","","","","","","","[service_list(3)] = '1'","","","","",""
"nonselect_spine","spine_service","","descriptive","IF YOU ARE UNABLE TO EDIT PATIENT ON THIS FORM - IT IS BECAUSE ""<span style=color:#FF33BB>(SERVICE LIST) SPINE</span>"" WAS NOT SELECTED ON THE FIRST DEMOGRAPHICS PAGE!","","","","","","","[service_list(2)] = '0'","","","","",""
"demographics_spine","spine_service","","descriptive","<span style=color:#000FDA>Name</span>: . . . . . . . . . [patient_last], [patient_first]
<span style=color:#000FDA>Gender</span>: . . . . . . . .[gender]
<span style=color:#000FDA>Date of Birth</span>: . . . [dob]
<span style=color:#000FDA>Age</span>: . . . . . . . . . . . [age]
<span style=color:#000FDA>Hospital Day</span>: . . . [hd]
<span style=color:#000FDA>Room #</span>: . . . . . . . .[room]","","","","","","","[service_list(2)] = '1'","","","","",""
"grey_list","spine_service","","yesno","Is this patient on the GREY LIST?","","Grey Listed patients will appear on the bottom of patient report with grey background","","","","","","","RH","","",""
"spine_dx","spine_service","","checkbox","Spine Diagnosis","1, C-spine Fracture | 2, T-spine Fracture | 3, L-spine Fracture | 4, Sacral Fracture | 5, Spinal Cord Injury | 6, Spinal Ligament Injury | 7, Neurogenic Shock | 100, Other","","","","","","[service_list(2)] = '1'","","","","",""
"type_level_c","spine_service","","text","Specify Type / Level (C-Spine)","","","","","","","[service_list(2)] = '1' and [spine_dx(1)] = '1'","","","","",""
"type_level_t","spine_service","","text","Specify Type / Level (T-Spine)","","","","","","","[service_list(2)] = '1' and [spine_dx(2)] = '1'","","","","",""
"type_level_l","spine_service","","text","Specify Type / Level (L-Spine)","","","","","","","[service_list(2)] = '1' and [spine_dx(3)] = '1'","","","","",""
"type_level_sacral","spine_service","","text","Specify Type / Level (Sacral)","","","","","","","[service_list(2)] = '1' and [spine_dx(4)] = '1'","","","","",""
"type_level_cord","spine_service","","text","Specify Type / Level (Spinal Cord)","","","","","","","[service_list(2)] = '1' and [spine_dx(5)] = '1'","","","","",""
"type_level_ligament","spine_service","","text","Specify Type / Level (Spinal Ligament)","","","","","","","[service_list(2)] = '1' and [spine_dx(6)] = '1'","","","","",""
"spine_other_desc","spine_service","","text","Specify Other Spine Injury:","","","","","","","[service_list(2)] = '1' and [spine_dx(100)] = '1'","","","","",""
"type_level_other","spine_service","","text","Specify Type / Level (Other)","","","","","","","[service_list(2)] = '1' and [spine_dx(100)] = '1'","","","","",""
"spine_other_injury","spine_service","","text","Other Injuries:","","ORS : [enterable_notes2_698]","","","","","[service_list(2)] = '1'","","","","",""
"asia","spine_service","","dropdown","ASIA Impairment (AIS) Scale","1, A (Complete) | 2, B (Sensory Incomplete) | 3, C (Motor Incomplete) | 4, D (Motor Incomplete) | 5, E (Normal)","E (Normal) will be assumed if nothing selected.","","","","","[service_list(2)] = '1'","","","","",""
"abx","spine_service","","text","Antibiotics:","","","","","","","[service_list(2)] = '1'","","","","",""
"braces","spine_service","","radio","Braces <span style=color:#FF33BB>NEED A LIST OF BRACES HERE","1, C-collar | 2, CTO | 3, TLSO | 4, LSO | 5, HALO","","","","","","[service_list(2)] = '1'","","","","",""
